track_id,has_scene,road_file_count,road_point_count_total,checkpoint_count_total,heightmap_count,object_count,fluid_count,base_track,sky_material,road_materials,pipe_materials,wall_materials,has_pipe_signals,has_stunt_signals,complexity_score,category_guess,has_gallery_preview,has_preview_view,has_preview_road,has_preview_terrain,has_road_density_png,terrain_surfaces,ini_num,ini_scenery,ini_objects,ini_obstacles,ini_fluids,ini_bumps,ini_jumps,ini_loops,ini_pipes,ini_banked,ini_frenzy,ini_underwater,ini_narrow,ini_longn,ini_diff,ini_rating,ini_time,ini_author,ini_created_ver
Des20-DesertCoaster,1,2,207,75,3,13,0,Des8-Technical,sky/day_clouds_02,roadSand2;roadDesertBlack;roadDesertTransp;roadNgravel,pipeGlassYellow;pipeGlass,road_wall_Desert,1,1,75.5,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert,233,Desert,0,1,0,0,4,2,1,3,4,0,2,8,5,2,264.0,EP,2.8
Des3-Passage,1,1,55,17,2,14,1,,sky/day_clouds_02_blue,roadDesert;roadDesertOrn,pipeGlass,road_wall_Desert,0,0,24.6,mixed,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadDesert;roadGravel,8,Desert,2,0,1,0,1,0,0,1,0,0,1,2,2,2,53.4,CH,0.6
Des4-SBridge,1,1,58,12,2,0,1,X3-Cloud,sky/day_clouds_04_blue,roadDesertOrn,pipeGlass,road_wall_Desert,0,1,35.2,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Default;roadDesert;roadJungle,11,Desert,0,0,0,0,0,0,0,1,1,0,2,2,2,2,61.4,CH,0.7
Des5-LowJumps,1,1,45,13,2,0,2,X3-Cloud,sky/day_clouds_02_blue,roadDesert,pipeGlass,road_wall_Desert,0,1,37.7,mixed,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadDesert;roadJungle,20,Desert,0,0,0,1,1,0,0,0,0,0,0,1,2,3,36.0,CH,0.9
Des6-HighJumps,1,1,38,13,3,2,0,X3-Cloud,sky/sky_clear_01_bright,roadDesertOrn,pipeGlass,road_wall_Desert,0,1,35.5,mixed,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadDesert;roadJungle,21,Desert,0,0,0,0,2,0,0,0,0,0,0,1,3,3,31.0,CH,0.9
Des7-CrossJumps,1,1,99,30,2,0,0,X3-Cloud,sky/dusk_stormy_01_blue,roadDesert;roadDesertOrn,pipeGlass,road_wall_Desert,0,1,39.6,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Default;roadDesert;roadJungle,26,Desert,0,0,0,0,4,0,0,2,0,0,0,4,4,3,88.8,CH,0.9
Des8-Technical,1,1,100,31,3,41,1,X3-Cloud,sky/dusk_stormy_02_brown,roadSand2;roadSandDark;roadSandSet,pipeGlass,road_wall_Desert,0,1,50.3,stunt,1,1,1,1,1,DesertFast;DesertBumpy;DesertRocks;Default;roadDesert;roadJungle,27,Desert,2,0,0,0,2,0,0,3,0,0,0,5,4,4,114.1,CH,0.9
Fin1-Lakes,1,1,91,30,2,0,1,Jng3-Rocky,sky/day_clouds_09,roadNgravel;roadNdirt;roadStone,pipeGlass,,0,1,40.6,stunt,1,1,1,1,1,DesertBumpy;GrassForest;GrassJungle;Rocks;Default;roadGravel;roadDesert;roadJungle,114,Finland,0,0,1,1,2,0,0,1,1,0,0,2,2,4,107.8,CH,2.0
Fin2-Serpent,1,1,61,20,2,4,1,Jng3-Rocky,sky/day_clouds_08,roadNdirt;roadNgravel,pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,0,29.9,mixed,1,1,1,1,1,DesertBumpy;GrassForest;GrassJungle;Rocks;Default;roadGravel;roadDesert;roadJungle,148,Finland,0,0,1,0,1,0,0,1,0,0,0,2,1,2,72.0,CH,2.3
Fin3-TreeTops,1,1,230,68,2,32,1,Fin1-Lakes,sky/night_01_clear_blue,roadNgravel;roadNdirt;roadStone;roadSnowGrn,pipeGlassGreen;pipeGlassOrange;pipeGlassBlue;pipeGlassViolet,,1,1,73.9,stunt,1,1,1,1,1,SnowMedium;SnowDeep;GrassForest;Rocks;Default;roadGravel;roadJungle;roadForest;roadSnow,237,Finland,0,0,2,2,0,1,3,2,3,0,2,11,3,3,312.0,rubberduck,2.8
For1-Slippery,1,1,49,14,2,9,0,,sky/foggy_01,roadJungleWet,pipeGlass,,0,1,26.5,stunt,1,1,1,1,1,GrassForestWet;Rocks;Default;roadForestWet,17,Forest,2,0,0,0,0,0,0,0,1,0,0,1,1,4,50.2,"CryHam,rubberduck",0.8
For10-MntnTrail,1,1,140,38,2,16,0,W13-MtFog,sky/day_clouds_08,roadJungle,pipeGlass,,0,0,36.0,mixed,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel;roadAdesert;roadDesert,55,Forest,1,0,0,5,0,0,0,0,0,0,1,3,5,3,151.8,CH,1.2
For11-Dawn,1,1,40,9,2,20,0,,sky/sunset_04_yellow,roadJungle,pipeGlass,,0,1,25.5,stunt,1,1,1,1,1,GrassForest;Default;roadForest,63,ForestYellow,3,0,0,1,0,0,0,2,1,0,0,1,1,4,34.3,CH,1.4
For12-HighPeaks,1,2,233,56,2,0,6,,sky/day_clouds_08,roadJungle;roadSnow;River_cyan;River_white;River_shore,pipeGlass,,0,1,65.9,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;SnowMedium;Default;roadGravel;roadDesert,75,ForestMntn,0,0,1,2,0,0,0,2,2,0,2,7,3,5,273.7,CH,1.5
For13-Castle,1,1,109,32,3,32,0,,sky/cloudy_04_blue,roadJungle;roadSnow,pipeGlass,,0,1,40.9,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadForest,82,ForestMntn,2,0,0,0,0,0,0,2,3,0,2,2,3,3,102.2,CH,1.6
For14-Maze,1,1,239,47,2,15,0,,sky/day_clouds_09,roadJungle;roadStone;roadSavannah,pipeAsphalt;pipeGlass,,1,1,59.0,stunt,1,1,1,1,1,GrassJungle;GrassForest;SnowMedium;Rocks;Default;roadForest,91,Forest,1,0,0,1,0,0,1,2,5,0,3,3,4,2,210.3,CH,1.7
For15-ForestTrip,1,1,62,18,3,1,2,,sky/day_clouds_08,roadSandShore;roadSavannah;roadNdirt,pipeAsphalt,,0,1,37.7,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadGravel,93,Forest,0,0,1,2,0,0,0,0,1,0,1,3,2,3,128.4,"krash,CryHam",1.7
For16-Clew,1,1,102,28,2,0,0,,sky/evening_02_dark,roadJungle;roadSnow;roadStone,pipeGlass;pipeGlassCyan,,1,1,44.7,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;SnowMedium;Default;roadGravel,100,ForestMntn,0,0,0,0,0,0,2,2,4,0,3,2,4,3,91.4,CH,1.8
For17-BadCamber,1,1,51,15,2,7,0,,sky/day_clouds_06_bright,roadJungle,pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,1,28.2,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadJungle,146,Forest,0,0,0,0,0,0,0,4,1,0,0,1,3,2,64.0,Wuzzy,2.3
For18-MountCaro,1,3,825,126,3,63,7,SigmaVal7,sky/day_clouds_04_blue,roadJungle;roadStone;roadSand2;roadAsphalt;River_shore;River_white;River_Ice_cyan,pipeGlass,,1,1,148.1,stunt,1,1,1,1,1,DesertFast;GrassJungle;Rocks;SnowMedium;Default;roadDesert;roadAdesert;DesertBumpy,193,ForestMntn,0,0,2,1,0,0,2,1,4,0,2,22,3,6,900.0,"EP,CryHam",2.7
For19-CrolKarstMntn,1,1,207,42,2,2,2,,sky/day_clouds_07,roadNgravel;roadNdirt;roadStone,pipeGlass;pipe_wall_Jungle,road_wall_Desert;pipe_wall_Jungle,0,1,50.2,stunt,1,1,1,1,1,GrassJungle;Rocks;SnowMedium;Default;roadGravel,202,ForestMntn,0,0,1,1,2,0,0,1,2,0,1,6,2,3,240.0,EP,2.7
For20-LakoPine,1,1,162,27,2,0,1,Grc8-SlopeCity,sky/sunset_03_rays,roadNgravel;roadNdirt;roadJungle;roadAsphalt,pipeGlassYellow;pipeGlass;pipe_wall_Orange,road_wall_Red;pipe_wall_Orange,1,1,57.2,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel;roadJungle;roadForest;Asphalt,207,ForestYellow,0,0,1,0,0,0,1,2,3,0,1,5,3,5,147.0,"EP,rubberduck",2.7
For21-StuntValley,1,2,41,11,3,21,2,For12-HighPeaks,sky/day_clouds_06_bright,roadJungle;roadSnow;roadSnowWet;roadStone;River_blue,pipeAsphalt;pipeGlass,,1,1,53.2,stunt,1,1,1,1,1,GrassJungle;GrassForest;Rocks;SnowMedium;Default;roadForest;roadSnow,228,ForestMntn,1,0,1,1,1,1,1,1,1,0,0,1,3,3,59.0,"Tobifratz,rubberduck",2.8
For3-Snail,1,1,58,16,3,35,0,X3-Cloud,sky/cloudy_03_grey,roadJungleWet;roadNdirtWet,pipeGlass,,0,1,38.7,stunt,1,1,1,1,1,GrassForest;DesertFast;Default;roadForest;roadGravel;roadJungle;roadDesert;Rocks,18,Forest,2,0,0,0,0,0,0,3,2,0,0,1,2,2,40.1,"CryHam,rubberduck",0.8
For4-OSquare,1,1,66,20,2,0,0,,sky/overcast_01_grey,roadNgravelWet,pipeAsphalt;pipeGlass,,0,1,28.4,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadForest,23,ForestMntn,0,0,0,1,1,0,0,0,1,0,0,3,1,3,75.6,CH,0.9
For6-Banked,1,1,58,16,2,8,1,,sky/cloudy_02_brown,roadNdirtWet;roadStone,pipeGlass,,0,1,30.5,stunt,1,1,1,1,1,GrassForest;Default;roadForest,25,ForestMntn,0,0,0,0,0,0,0,2,2,0,1,2,2,3,46.7,"CryHam,rubberduck",0.9
For7-Blur,1,1,28,8,2,0,0,,sky/sunset_04_yellow,roadJungle;roadStone,pipeAsphalt;pipeGlass,,0,1,22.8,stunt,1,1,1,1,1,GrassForest;Default;roadForest;roadJungle;roadDesert,39,ForestYellow,0,0,0,0,0,0,0,2,2,0,0,1,1,4,37.1,CH,1.1
For8-Stain,1,1,28,7,2,20,0,,sky/overcast_01_grey,roadJungleWet,pipeGlass,,0,1,24.2,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadForestWet;roadJungle;roadDesert,40,Forest,1,0,0,0,0,0,0,0,2,0,0,1,1,3,36.7,CH,1.1
For9-MadMntn,1,1,130,39,2,26,0,,sky/dusk_stormy_01_brown,roadJungle;roadSavannah;roadMud,pipeGlass,road_wall_Red,0,1,41.0,stunt,1,1,1,1,1,Rocks;Default;roadForest,52,ForestYellow,0,0,0,0,0,0,0,4,3,0,3,4,4,4,142.8,CH,1.2
For9-MadMntnDark,1,1,130,39,2,36,0,,sky/dusk_stormy_02_dark,roadJungle;roadSavannah;roadMud,pipeGlass,road_wall_Red,0,1,41.9,stunt,1,1,1,1,1,Rocks;Default;roadForest,52,ForestYellow,0,3,0,0,0,0,0,4,3,0,3,4,5,3,144.0,"CryHam,rubberduck",3.0
Grc1-Long,1,1,135,24,2,0,4,Grc8-SlopeCity,sky/day_clouds_02_blue,roadGDesert;roadSavannah;roadDesertD,pipeAsphalt;pipeGlass,,0,1,50.4,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadDesert;roadJungle;roadForest;Asphalt,54,Greece,0,0,2,1,1,0,0,1,1,0,0,8,3,2,235.3,"CryHam,rubberduck",1.2
Grc10-BeachCity,1,1,196,49,3,135,1,Grc8-SlopeCity,sky/day_clouds_07,roadSandWhite;roadSand2;roadAsphalt,pipeGlassBlue;pipe_wall_Orange,road_wall_Red;pipe_wall_Orange,1,1,80.6,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadAdesert;Asphalt,187,GreeceWhite,3,0,1,1,0,0,1,1,3,0,0,4,2,5,154.0,"EP,rubberduck",2.7
Grc11-PickCave,1,1,187,50,2,22,1,Grc8-SlopeCity,sky/day_clouds_06_bright,roadSandWhite;roadSandShore;roadStone;roadMoss,pipeGlassCyan;pipeGlassYellow;pipeGlassAlienLime;pipeGlassGreen,road_wall_Desert,1,1,67.0,stunt,1,1,1,1,1,GrassJungle;DesertFast;Rocks;Default;roadGravel;roadForest;roadJungle,196,GreeceWhite,0,2,3,1,0,0,2,2,2,1,1,6,3,4,226.0,"EP,CryHam",2.7
Grc12-KapabaRivers,1,1,106,24,1,0,1,Grc8-SlopeCity,sky/cloudy_03_grey,roadMud;roadAsphalt;roadDesertOrn;roadSavannah,pipeGlassCyan;pipeAsphalt;pipeMetalBlue;pipe_wall_Orange,road_wall_Red;pipe_wall_Orange,1,1,49.2,stunt,1,1,1,1,1,DesertFast;GrassJungleWet;Rocks;Default;roadGravel;Asphalt;roadDesert,208,GreeceRocky,0,0,1,0,0,0,1,1,2,0,0,6,2,3,142.0,"EP,CryHam",2.7
Grc13-YeleyStunts,1,1,772,114,2,38,4,Mos2-Mouse,sky/day_clouds_04_blue,roadStone;roadNgravel;roadAsphalt;roadSavannah,pipeGlassCyan;pipeGlassYellow;pipeAsphalt;pipeMetalBlue,,1,1,126.6,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadAdesert;roadGravel;Asphalt;roadDesert,209,GreeceRocky,0,2,2,1,4,5,2,2,2,0,1,24,5,6,640.0,"EP,CryHam",2.7
Grc14-SquazeloLakes,1,1,101,34,2,0,1,Grc2-Coast,sky/sunset_04_cloudy,roadDesertBlack;roadAsphalt;roadSandSet,pipeAsphalt;pipeGlass;pipeGlassBlue,,1,1,54.3,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;Asphalt;roadGravel,217,Greece,0,0,2,1,0,0,1,2,2,0,1,3,2,4,110.0,"EP,CryHam",2.8
Grc2-Coast,1,1,60,18,2,2,1,Grc8-SlopeCity,sky/day_clouds_08,roadGDesert;roadDesertD,pipeAsphalt;pipeGlass,,0,0,27.6,mixed,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel;roadJungle;roadForest;Asphalt,59,Greece,0,0,1,3,0,0,0,0,0,0,1,3,3,5,93.5,CH,1.4
Grc3-Butterfly,1,1,48,14,2,24,1,Grc8-SlopeCity,sky/day_clouds_07,roadGDesert,pipeAsphalt;pipeGlass,,0,1,35.7,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel;roadJungle;roadForest;Asphalt,77,Greece,2,0,0,1,0,0,0,0,1,0,3,1,2,3,44.2,CH,1.6
Grc4-River,1,1,33,13,2,16,1,,sky/sunset_03_rays,roadGDesert;roadDesertD,pipeAsphalt;pipeGlass,,0,1,28.9,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel;roadDesert,89,Greece,3,0,1,0,0,0,0,1,1,0,3,1,2,3,34.4,CH,1.7
Grc5-Climb,1,1,124,45,2,9,1,,sky/cloudy_04_blue,roadGDesert;roadDesertD;roadSandShore,pipeAsphalt;pipeGlass,,0,0,34.5,mixed,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadGravel,101,Greece,0,0,1,1,0,0,0,1,0,0,1,8,2,4,221.7,"CryHam,rubberduck",1.8
Grc6-Halfpipes,1,4,134,22,3,5,1,Isl10-Treasure,sky/day_clouds_06,roadJungle;River_blue,pipeGlassGreen;pipeGlassCyan;pipeGlassYellow;pipeMetalBlue;pipe_wall_Jungle;pipeGlass,road_wall_Red;pipe_wall_Jungle,1,1,58.6,stunt,1,1,1,1,1,DesertBumpy;DesertFast;Rocks;Default;roadDesert;Asphalt;roadAdesert;roadSnow,142,Greece,0,0,0,0,0,0,3,3,3,0,1,4,4,6,102.0,"CryHam,rubberduck",2.2
Grc7-Spider,1,1,148,33,3,65,1,Isl10-Treasure,sky/day_clouds_02_blue,roadSand;roadDesertD;roadAdesertDark;roadAsphalt,pipeGlassWhiteV;pipeGlassYellow;pipeGlassBlueD;pipeAsphaltRed,,1,1,66.1,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadGravel;Asphalt;roadAdesert;roadSnow,152,Greece,1,3,1,0,2,0,3,5,3,0,1,8,5,6,258.0,"CryHam,rubberduck",2.4
Grc8-SlopeCity,1,1,113,37,2,117,2,TestC4-ow,sky/cloudy_04_blue,roadSandWhite;roadSand2,pipeGlass,,0,1,56.6,stunt,1,1,1,1,1,DesertFast;Rocks;GrassJungle;Default;roadGravel;roadJungle;roadForest,156,GreeceWhite,1,1,2,2,1,0,0,2,2,0,3,5,3,6,166.0,CH,2.4
Grc9-Oasis,1,1,257,70,2,18,2,Grc8-SlopeCity,sky/day_clouds_04_blue,roadSandWhite;roadSandShore;roadStone;roadMoss,pipeGlassCyan;pipeGlassYellow;pipeGlassAlienLime;pipeGlassGreen,road_wall_Desert,1,1,79.3,stunt,1,1,1,1,1,GrassJungle;DesertFast;Rocks;Default;roadGravel;roadForest;roadJungle,183,Greece,1,3,1,1,3,4,4,3,3,0,1,8,5,6,241.0,CH,2.7
Isl10-Treasure,1,1,65,21,2,48,4,,sky/overcast_01_grey,roadSand;roadJungle;roadSavannah;roadMud,pipeAsphalt,,0,1,44.6,stunt,1,1,1,1,1,DesertFast;GrassForest;Rocks;Default;roadGravel,102,Island,3,0,2,3,0,0,0,1,1,0,1,2,2,6,85.5,"CryHam,rubberduck",1.8
Isl11-StuntIslands,1,1,245,70,2,111,1,W13-MtFog,sky/sunset_02_clouds,roadSandDark;roadDesertD;roadSand2;roadSand,pipeGlassCyan,road_wall_Desert,1,1,83.4,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadJungle;roadForest,121,IslandDark,3,2,1,0,2,2,1,1,0,0,2,10,3,4,287.5,"CryHam,rubberduck",2.1
Isl12-Beach,1,1,37,14,2,34,1,,sky/day_clouds_04_blue,roadSand;roadDesertD,pipeAsphalt,,0,1,30.9,stunt,1,1,1,1,1,DesertFast;DesertBumpy;GrassForest;Rocks;Default;roadGravel,122,Island,3,0,1,0,0,0,0,1,3,0,1,1,2,4,45.5,CH,2.1
Isl13-Beauty,1,1,132,52,2,46,1,,sky/evening_02_dark,roadSand;roadJungle;roadSavannah;roadMud,pipeAsphalt,,0,1,48.0,stunt,1,1,1,1,1,DesertFast;GrassJungle;Rocks;Default;roadGravel,128,Island,3,0,1,1,1,0,0,1,2,0,2,9,2,6,254.0,"CryHam,rubberduck",2.2
Isl14-Ocean,1,1,118,38,2,8,1,,sky/day_clouds_02_blue,roadSand;roadSandDark,pipeGlassBlue;pipeGlassCyan;pipeGlassBlueD;pipeGlassGreen;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,1,1,53.6,stunt,1,1,1,1,1,DesertFast;GrassJungle;Rocks;Default;roadGravel,175,Island,0,2,1,0,2,1,3,2,2,0,3,4,4,5,112.0,"dimproject,CryHam",2.5
Isl15-IslandVillages,1,1,128,48,2,165,1,Grc8-SlopeCity,sky/sunset_01,roadDesertBlack;roadNgravel;roadAsphalt,pipeGlassBlue;pipe_wall_Orange,road_wall_Red;pipe_wall_Orange,1,1,75.1,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadGravel;Asphalt,188,IslandDark,0,0,3,1,0,0,0,0,2,1,0,4,3,4,162.0,EP,2.7
Isl16-SandyMountain,1,1,74,31,1,39,4,,sky/sunset_04_yellow,roadGDesert;roadSavannah,pipeGlass;pipeAsphalt,,1,1,55.2,stunt,1,1,1,1,1,DesertBumpy;GrassForest;Rocks;SnowMedium;roadGravel;DesertRocks,191,Island,0,0,2,1,0,0,1,1,2,0,0,8,2,2,215.0,"EP,CryHam",2.7
Isl17-AdapterIslands,1,1,476,122,2,51,1,AdapterIslands2,sky/day_clouds_08,roadSandWhite;roadSand2;roadStone;roadJungle,pipeGlassAlienGreen;pipeGlassCyan;pipe_wall_Jungle,road_wall_Desert;pipe_wall_Jungle,1,1,106.1,stunt,1,1,1,1,1,DesertFast;Rocks;GrassJungle;Default;roadDesert;roadAdesert;roadForest,195,Island,0,0,3,1,2,4,3,3,3,0,2,16,5,4,495.0,"EP,CryHam,rubberduck",2.7
Isl18-RoupaIsland,1,1,161,18,2,17,1,Isl8-Pharaoh,sky/dusk_stormy_01_cyan,roadSand;roadAlienStone,pipeGlassGreen;pipeGlassCyan,,1,1,54.5,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadGravel;roadForest;roadSnowIce;AsphaltWet,213,IslandDark,0,0,1,0,3,0,2,3,4,0,1,3,4,3,126.0,"EP,rubberduck",2.7
Isl19-Shocacosh,1,1,411,77,2,45,3,Isl13-Beauty,sky/evening_02,roadJDark;roadSand;roadJungle,pipeGlass;pipeGlassCyan;pipeGlassGreen;pipeGlassYellow;pipe_wall_Jungle,road_wall_JDark;pipe_wall_Jungle,1,1,95.1,stunt,1,1,1,1,1,DesertFast;GrassJungle;Rocks;Default;roadJungle;roadDesert;roadForest;GrassForest,215,Island,0,2,1,2,4,2,2,3,4,0,3,8,4,6,360.0,"EP,CryHam",2.7
Isl2-Sandy,1,1,36,14,2,48,1,,sky/day_clouds_02_blue,roadSand;roadDesertD,pipeAsphalt,,0,1,32.0,stunt,1,1,1,1,1,DesertFast;GrassForest;Rocks;Default;roadGravel;roadDesert,45,Island,3,0,1,0,0,0,0,1,2,0,0,1,1,2,40.0,CH,1.1
Isl20-Atlantis,1,2,103,23,2,101,2,,sky/dusk_stormy_01_cyan,roadSandShore;roadSand;roadStone;roadMagicMirror;River_blue;River_cyan,pipeGlassCyan;pipeGlassWhiteV;pipeGlassViolet;pipe_wall_crystal;pipeGlass,road_wall_Jungle;pipe_wall_crystal;River_blue,1,1,59.2,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadGravel,219,IslandDark,1,3,3,0,0,1,3,1,2,1,3,2,3,4,156.0,"rubberduck,CryHam",2.8
Isl21-BarrelFun,1,1,298,69,3,120,1,AdapterIslands2,sky/day_clouds_05_dust,roadSandWhite;roadSand2;roadStone;roadSnow,pipeGlassOrange;pipeGlassYellow;pipeGlass;pipeGlassRed;pipe_wall_Winter,road_wall_Winter;pipe_wall_Winter,1,1,90.8,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadDesert;roadAdesert;roadForest;roadSnow,229,IslandDark,4,1,2,1,1,4,1,3,3,1,0,10,5,5,349.0,rubberduck,2.8
Isl3-Islands,1,1,95,34,2,19,1,,sky/day_clouds_07,roadSand;roadDesertD;roadGDesert,pipeAsphalt;pipeGlassCyan,road_wall_Desert,1,1,52.1,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadGravel,57,Island,2,0,3,1,0,0,0,0,1,0,1,3,3,4,105.2,CH,1.3
Isl3-IslandsNight,1,1,95,34,2,19,1,,sky/night_01_clear,roadSand;roadDesertD;roadGDesert,pipeAsphalt;pipeGlassCyan,road_wall_Desert,1,1,52.1,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadGravel,57,IslandDark,2,0,3,1,0,0,0,0,1,0,1,3,3,1,105.2,"CryHam,rubberduck",3.0
Isl4-Sunset,1,1,50,18,2,41,2,,sky/sunset_03_rays,roadSand2;roadSandDark;roadDesert,pipeAsphalt;pipeGlassCyan,,0,1,36.3,stunt,1,1,1,1,1,DesertFast;DesertBumpy;GrassJungle;Default;roadDesert,64,Island,3,0,1,0,0,0,0,1,2,0,0,2,2,3,56.6,"CryHam,rubberduck",1.4
Isl5-Shore,1,1,79,20,2,60,1,,sky/dusk_stormy_01_cyan,roadSandShore;roadSand;roadStone;roadJDarkD,pipeAsphalt,,0,1,37.1,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadGravel,66,IslandDark,2,0,1,1,1,0,0,1,1,0,0,2,2,6,80.4,CH,1.4
Isl6-Flooded,1,1,43,13,2,10,1,,sky/cloudy_04_blue,roadSand;roadDesert,pipeAsphalt;pipeGlassCyan,,0,1,28.9,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadGravel,78,Island,2,0,2,0,0,0,0,2,2,0,2,1,3,3,46.6,CH,1.6
Isl7-Moses,1,1,21,9,3,21,3,W14-DangerRoad,sky/day_clouds_04_blue,roadSand,pipeAsphalt;pipeGlassCyan,,0,1,42.5,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadGravel;roadForestWet;roadSnowIce;AsphaltWet,83,Island,2,0,1,2,1,0,0,2,1,0,0,1,3,2,63.2,"Tapio,rubberduck",1.6
Isl8-Pharaoh,1,1,46,20,2,22,1,,sky/dusk_stormy_01_cyan,roadSand2;roadSandDark,pipeAsphalt;pipeGlassCyan,,0,1,32.1,stunt,1,1,1,1,1,DesertFast;Rocks;Default;roadGravel,85,Island,0,0,1,0,2,0,0,3,2,0,0,2,3,3,73.3,"CryHam,rubberduck",1.6
Isl9-Web,1,1,187,75,2,1,1,,sky/day_clouds_08,roadSand2;roadDesertD;roadAsphalt;roadAdesert,pipeAsphalt,road_wall_Red,0,1,55.4,stunt,1,1,1,1,1,DesertFast;DesertBumpy;Rocks;Default;roadDesert,96,Island,0,0,2,0,2,0,0,5,3,0,0,13,5,4,314.4,CH,1.7
Jng1-Curly,1,1,44,10,2,0,3,Uni6-Wild,sky/day_clouds_02_blue,roadJDark,pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,39.8,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle;roadForestWet;Asphalt;roadSnowIce,1,JungleDark,0,0,1,1,0,0,0,0,2,0,1,1,1,2,47.5,CH,0.2
Jng10-Spiral,1,1,43,9,1,9,0,,sky/day_clouds_07,roadJDark,pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,1,22.2,stunt,1,1,1,1,1,GrassJungle;Default;roadJungle;roadDesert,44,JungleDark,1,0,0,0,0,0,0,2,2,0,1,2,2,3,57.4,CH,1.1
Jng11-Temple,1,1,45,11,2,9,1,,sky/day_clouds_04_blue,roadJDark,pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,29.9,stunt,1,1,1,1,1,GrassJungle;Rocks;Default;roadJungle,58,Jungle,2,0,2,1,0,0,0,1,2,0,2,1,3,4,44.4,"CryHam,rubberduck",1.4
Jng12-Fog,1,1,36,10,1,22,1,,sky/cloudy_03_grey,roadJDarkWet,pipeAsphalt;pipeGlass;pipe_wall_JDark,road_wall_JDark;pipe_wall_JDark,0,0,18.2,mixed,1,1,1,1,1,GrassJungleWet;Rocks;Default;roadJungleWet,61,JungleDark,2,0,1,0,0,0,0,0,0,0,3,2,2,3,64.2,CH,1.4
Jng13-Tropic,1,1,178,45,2,0,1,,sky/cloudy_04_blue,roadJungle,pipeAsphalt;pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,46.2,stunt,1,1,1,1,1,GrassForest;Rocks;Default;roadJungle,62,Jungle,0,0,1,2,0,0,0,2,2,0,2,7,3,5,254.3,CH,1.4
Jng14-Muddy,1,1,37,15,1,22,5,,sky/cloudy_04_white,roadMudWet,pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,39.7,stunt,1,1,1,1,1,GrassJungleWet;Rocks;Default;roadJungle,69,Jungle,2,0,4,1,0,0,0,1,1,0,3,1,3,3,51.0,CH,1.4
Jng15-Swamp,1,1,102,32,2,5,1,TestC4-ow,sky/cloudy_03_grey,roadJungleWet,pipeGlass;pipe_wall_Jungle,road_wall_Jungle;pipe_wall_Jungle,0,1,43.7,stunt,1,1,1,1,1,GrassJungle;GrassForest;Default;Rocks;roadJungle;roadForest,72,Jungle,0,0,4,4,0,0,0,0,1,0,2,3,3,3,128.6,CH,1.5
